,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,-1.8570405096099982e-05,-4.5281778930731373e-05,-4.2275757572158255e-05,-3.677080026602694e-05,-4.0937904513125266e-05,-3.8060555063919115e-05,-3.052867294326566e-05,-4.450689531531346e-05,-3.0967292653355776e-05,-1.6465830286407673e-05,7.128718120847418e-06,2.5872036751299838e-05,0.00011708193856440024,0.00024701325160723974,0.0003562896626704,0.0007894814094185493,0.0010604881777773998,0.0018014829488206003,0.0026109968949612,0.0033664066605289004,0.0034783803951525007,0.0
1,-4.5281778930731373e-05,-8.805221875359982e-05,-8.816066791228028e-05,-7.905094709184982e-05,-8.35152661074001e-05,-8.623232596279305e-05,-9.27021986655629e-05,-0.00012174985712592979,-0.00012228457932300738,-0.00012232830215373736,-0.0001124843348038133,-0.00010940305025486006,-1.5135584751199607e-05,0.00013743302722937062,0.00021073937656511475,0.0007518171778565686,0.0010798700603991546,0.0020163412002731996,0.0030838563278348776,0.003856984019356401,0.004030079542192219,0.0
2,-4.2275757572158255e-05,-8.816066791228028e-05,-9.659105849759987e-05,-8.274827626469547e-05,-8.421364888544437e-05,-7.510578038676314e-05,-7.97813154335235e-05,-0.00010863396438499148,-8.324381312032117e-05,-9.779900076667338e-05,-9.63750505783539e-05,-7.769087161836954e-05,7.652044192672314e-05,0.0002673582986454279,0.00036342095956789404,0.0010380931815727515,0.0013384748118103998,0.002460863438935461,0.0036188631271152007,0.004768501711256378,0.004816889916287927,0.0
3,-3.677080026602694e-05,-7.905094709184982e-05,-8.274827626469547e-05,-9.162910945440021e-05,-7.699417578103116e-05,-6.766153742771485e-05,-5.4071066252159186e-05,-8.962049316861564e-05,-6.200002260224493e-05,-5.522910704870753e-05,-3.365982602642815e-05,-1.1844984077928958e-06,0.00020298463031226833,0.0003654842110389269,0.0005217889132208275,0.00130497129577781,0.0017684497124112568,0.003033930102033861,0.0044260988287824,0.0057284554376028,0.00587013617043,0.0
4,-4.0937904513125266e-05,-8.35152661074001e-05,-8.421364888544437e-05,-7.699417578103116e-05,-0.00010811114503840005,-9.474064228200975e-05,-5.514358441356844e-05,-8.82149497426789e-05,-5.253388728008058e-05,-3.7729808851651473e-05,-2.5023961507669376e-05,2.8924707184696703e-05,0.00026400332843643914,0.0005406702245878258,0.0006985509386070276,0.001684383529798141,0.002143018961133822,0.0037951242603797976,0.0053672856091344,0.0067740847508023635,0.007133232586829999,0.0
5,-3.8060555063919115e-05,-8.623232596279305e-05,-7.510578038676314e-05,-6.766153742771485e-05,-9.474064228200975e-05,-9.846492274489973e-05,-6.886976587518363e-05,-7.972828431118293e-05,-2.6950031016686592e-05,2.7160841587412204e-06,3.259356572103819e-05,0.00013419123133956695,0.0003989443966795846,0.0007081260509971816,0.0009605262439881185,0.002037945518351826,0.002726747241074884,0.004541182173948255,0.006531243947456401,0.008440746949444241,0.0087095746494175,0.0
6,-3.052867294326566e-05,-9.27021986655629e-05,-7.97813154335235e-05,-5.4071066252159186e-05,-5.514358441356844e-05,-6.886976587518363e-05,-3.8914172724899406e-05,-5.9733281601978896e-05,2.3064732531132047e-05,8.453687400262512e-05,0.00012637325194354452,0.000246934860462063,0.0005728528688927954,0.0010096035770798895,0.0013050472227334074,0.002555653287944202,0.0034030024439997923,0.005588628543132457,0.0079524407709036,0.0102352584898195,0.010649376458832502,0.0
7,-4.450689531531346e-05,-0.00012174985712592979,-0.00010863396438499148,-8.962049316861564e-05,-8.82149497426789e-05,-7.972828431118293e-05,-5.9733281601978896e-05,-9.776235573689994e-05,-8.013749740599322e-06,4.44346212872225e-05,0.00010907016272787779,0.00021445651747153223,0.0006815886703643937,0.001262072259312655,0.0015292668880153388,0.0031310438088986616,0.004061574684199556,0.0068510440750916436,0.009581209988516625,0.012242286351972706,0.012755866565900408,0.0
8,-3.0967292653355776e-05,-0.00012228457932300738,-8.324381312032117e-05,-6.200002260224493e-05,-5.253388728008058e-05,-2.6950031016686592e-05,2.3064732531132047e-05,-8.013749740599322e-06,7.007817438359947e-05,0.00011833188852569372,0.00016246960966008212,0.0003768738879232408,0.0008991920928325646,0.0015933996308472552,0.0021617745862440776,0.004078168927524569,0.0052578655275338565,0.008287704644213339,0.011728701523291741,0.015068691750463265,0.015583471207755,0.0
9,-1.6465830286407673e-05,-0.00012232830215373736,-9.779900076667338e-05,-5.522910704870753e-05,-3.7729808851651473e-05,2.7160841587412204e-06,8.453687400262512e-05,4.44346212872225e-05,0.00011833188852569372,0.0002577368236656003,0.0002682776436036703,0.00044523284407652595,0.0011260836847914943,0.002006849792837085,0.0026242316352918732,0.005037658282828455,0.006369723303642487,0.010115653703942181,0.01416027114702523,0.018199425584457342,0.018400018694219117,0.0
10,7.128718120847418e-06,-0.0001124843348038133,-9.63750505783539e-05,-3.365982602642815e-05,-2.5023961507669376e-05,3.259356572103819e-05,0.00012637325194354452,0.00010907016272787779,0.00016246960966008212,0.0002682776436036703,0.0005753471026759037,0.0007765532264206168,0.0015910468723328566,0.0028004148098890657,0.0036457769130107762,0.006765727708708804,0.00805265736992378,0.011741499658315446,0.016113571585118544,0.021559568805274397,0.02236792820417471,0.0
11,2.5872036751299838e-05,-0.00010940305025486006,-7.769087161836954e-05,-1.1844984077928958e-06,2.8924707184696703e-05,0.00013419123133956695,0.000246934860462063,0.00021445651747153223,0.0003768738879232408,0.00044523284407652595,0.0007765532264206168,0.001245463600067098,0.0020753897979517025,0.003638984134362453,0.004698011712453386,0.008416489720290497,0.010109760894065076,0.015746720261786494,0.02025740372094296,0.026647872487252373,0.026652593791676095,0.0
12,0.00011708193856440024,-1.5135584751199607e-05,7.652044192672314e-05,0.00020298463031226833,0.00026400332843643914,0.0003989443966795846,0.0005728528688927954,0.0006815886703643937,0.0008991920928325646,0.0011260836847914943,0.0015910468723328566,0.0020753897979517025,0.0030729504890224003,0.0045695575193027155,0.006069714145654791,0.010571651549394658,0.012628239300037163,0.01834389101031602,0.025350055877502595,0.032564744114583224,0.03371475564510622,0.0
13,0.00024701325160723974,0.00013743302722937062,0.0002673582986454279,0.0003654842110389269,0.0005406702245878258,0.0007081260509971816,0.0010096035770798895,0.001262072259312655,0.0015933996308472552,0.002006849792837085,0.0028004148098890657,0.003638984134362453,0.0045695575193027155,0.0062033000109119,0.00786555720392862,0.012921876947881116,0.015970902399437846,0.02232738469574958,0.03159722742424015,0.027013358871205657,0.040375570897588066,0.0
14,0.0003562896626704,0.00021073937656511475,0.00036342095956789404,0.0005217889132208275,0.0006985509386070276,0.0009605262439881185,0.0013050472227334074,0.0015292668880153388,0.0021617745862440776,0.0026242316352918732,0.0036457769130107762,0.004698011712453386,0.006069714145654791,0.00786555720392862,0.010037172787814398,0.015767804596975764,0.01917369778729104,0.027802985609714607,0.037383313902901144,0.04462699619441498,0.051080105135764345,0.0
