,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.9005227921304514,0.040839724046679245,0.026040837904539833,0.008124734853148153,0.002214334419154244,0.0018923344205425906,0.0008802163849695012,0.0001835510738324523,0.0002366302302092481,0.0003552213604961872,0.0009551805682912991,8.762333432447187e-05,0.00010926747118284264,8.277788594783676e-05,8.088351833296285e-06,1.2304912056472873e-05,1.1678161189732928e-05,1.8007278341214242e-05,2.876219253910531e-05,1.0370837647302067e-06,1.3903279341392452e-05,3.5323381197127426e-06
1,0.023725404490692957,0.7968525427307968,0.07873212822685888,0.040382827198072714,0.016120403477759403,0.010618467113122207,0.003055387384057787,0.0025349482291851296,0.00043759412521696264,0.0006046684730755482,0.0014115020742624083,0.0004125727046694604,0.00013965762562896883,0.0004516929579989606,5.7631530378742143e-05,0.00014012998225919213,0.0002668360586981305,0.0002287176789444737,0.0005481992778236572,6.338944696466664e-05,0.00023318476340868538,0.0003489435707363136
2,0.010570426104663843,0.04125268000456206,0.757782364026604,0.1084911641736787,0.02392897430667074,0.019992641939473057,0.004965167441891849,0.0038998253022936927,0.003933077333932314,0.0010225953394485214,0.00038165269482193297,3.1691228735489566e-05,0.0007305401022476273,0.0010837051415096134,0.00019613052554412296,0.00045217969384377685,0.00015418147904748742,6.222945287029646e-05,6.234374735585633e-05,0.00015315030867596246,5.3316747893359957e-05,8.416037830234754e-05
3,0.0011516942791400505,0.012026560323428935,0.034228680454783306,0.7412352882737457,0.13541531665495293,0.031514728960870056,0.009595106609997236,0.0033540674391786627,0.002717652910063869,0.0013173800601909598,0.0014749846364420951,0.0004007536075627625,0.001651537889431369,0.00026167698488263006,0.00011793977205935748,9.343400681157158e-05,0.0002818825684265912,0.00013909645108061618,1.1107602075150044e-05,9.009407964330484e-06,6.36131635485624e-06,0.0004967454150242662
4,0.0006712203721861412,0.0009084185367104799,0.011685502476340967,0.05024073790720527,0.7800972984611099,0.07107389318933195,0.03524758086146327,0.008779720757086447,0.00696135959322451,0.0027674031348374176,0.001159894670379637,0.0005285008372767246,0.0018284972020000208,0.0014058827028494824,3.7855975153645166e-07,0.0008018803857283848,0.00015546511123171354,0.0006230513846813605,5.2762013201989666e-05,5.1598753574098904e-05,5.34949187533558e-06,0.001630286920845143
5,0.0008276938189598175,0.0012504871397671239,0.00286374606954246,0.013148306300542758,0.05205305519532587,0.7813531683120047,0.07216142364549034,0.025852779096492483,0.012027338371972916,0.004729954395761923,0.0032648427734231714,0.0021967126760013044,0.0025626928926635014,0.0007779913477185341,0.0003219137339541595,0.00020219307347683416,0.00029312398922164525,5.4951299737293114e-05,4.6447824774780906e-05,4.8651860929442895e-05,5.310287548095559e-06,0.0007509387486274966
6,0.000503930577414439,0.0003436873802937084,0.001183809199891988,0.0032844235177603496,0.013337880352571897,0.07235403332185061,0.7691227111434717,0.06524464830895604,0.026737798075480924,0.010189955308785689,0.0038797487477754164,0.0028242483696138696,0.00204628078538436,0.0014308543667112036,0.0007583858295024332,0.00010949147716489611,4.165570066241332e-05,2.5829402177663784e-05,5.8490572282359865e-05,3.680837747751454e-05,6.476989848801934e-06,0.0012121118726546667
7,0.00012258419342812315,0.00011911413736446889,0.0009749791177349843,0.0003118363481930631,0.002118469399959113,0.01778640091547539,0.0713442937159908,0.7647744227673711,0.06902764127106396,0.02398066426645913,0.007010755014546496,0.0044163302966508415,0.00446699742012872,0.005253066945296061,0.00045760218627861546,0.0003134011346931176,0.0003111197761200956,0.001024710747068672,0.00015771434986937098,9.290924744714287e-05,4.867918390171356e-05,0.0014789762764012048
8,0.0007242684047159778,0.001341443410638668,0.00025913853098722577,0.0014669091792784581,0.004504766689670049,0.009499507783423723,0.027023388831522818,0.06279210500258069,0.7640246631790634,0.06127455041047098,0.01593598583582388,0.006254316145010713,0.005283360513039896,0.004172653465128996,0.0030015643746967337,0.0019671760619025696,0.0010937557698058997,0.0005696353187991724,0.0003293912611219514,0.0004703660035320112,6.152365906682451e-05,0.0011794639668036382
9,0.0006269635341799593,0.00015128013093733883,0.0005566921239070717,0.0003786192391059895,0.0004269141869369008,0.0030106570824052917,0.0060527735334970295,0.02561732735802305,0.09496783015821637,0.7408575995667194,0.042952595279588474,0.01953008440649486,0.011753530071209453,0.007153931558432022,0.0037515420195271525,0.002957086149268568,0.0015287036817205712,0.002519779009029458,9.159342285953607e-05,0.0004062019962030358,6.29081037865542e-05,0.002882322517133059
10,0.00013680294922694054,1.5742449481052306e-05,9.982661229108374e-05,3.8130195225707497e-05,0.000561404337796249,0.0029618758129829376,0.003238345587403647,0.004111083741658145,0.0299772900394611,0.10781313125999334,0.6955383224953475,0.038265724937573256,0.03298484054479466,0.01716566900130568,0.008921413995888867,0.008235181407581355,0.001645380776102913,0.0032666447416025628,0.00014005463217929386,0.0004252040264413736,0.00018577154005486318,0.009366653919271642
11,7.12456491133397e-05,5.2378647056611964e-05,3.7011400278242235e-05,9.894567698416688e-05,0.0007796044213145938,0.0001495899707057908,0.002131985656487558,0.00763163524046126,0.007855985530064094,0.04360244290391832,0.07342114630987787,0.6741141333889221,0.0545818888719837,0.04704940794402038,0.015702276686826916,0.012371275238893784,0.002493501108946042,0.004877949667753227,0.0005926410565706211,0.00010053831796260574,0.00045717224286864755,0.009210533515304414
12,4.84797445623916e-05,0.00028335465673444643,0.00012731574948708852,0.00021534340440992764,0.0005272224291485122,0.0008431960676940483,0.0010821604741106418,0.0005016469011960567,0.004776767347192991,0.014001808565652937,0.03505027299090578,0.06639262782287303,0.6771048398768171,0.06322407870638153,0.03063755153192655,0.023427147866019515,0.0068827052248084525,0.004537860936465668,0.000857517922217773,0.001031279986576128,6.11884747395916e-05,0.02220975039268429
13,5.934161944471971e-05,0.000242976651643991,0.0005226762059037521,9.352638050141165e-06,0.0003120493335435929,0.0006660030429038481,0.0001857006463242116,0.001259313743732976,0.002921091855164846,0.0069823154951136335,0.00797554564298028,0.028580761222838896,0.06401950563302694,0.6812585713783167,0.049288950378664695,0.042221267183343666,0.013482563700994508,0.006558022485168902,0.003961879470626522,0.0019156526149096903,0.00021536276058732595,0.03641026715323116
14,5.894176243024148e-05,3.358806655644504e-05,1.17990118409096e-05,0.000152837109078585,0.00026256840572654646,6.7706029140734e-05,0.0014307396798517737,0.0008755466955827039,0.000627302401034556,0.006043370520074166,0.004854491558715944,0.009903869793586678,0.029267413128622723,0.0644553067833249,0.6785490001987018,0.07519367900781186,0.017141310717154898,0.024943325153111817,0.0008253704206595755,0.0015929635955848423,0.0009024038924496242,0.04167052381809277
15,0.000556883061680803,6.518538104873222e-05,0.00016126361750667587,6.569830365612097e-05,0.00010026764439136906,0.00029556017144639207,0.0015634142495790002,0.00018278924129201267,0.0008836271719823577,0.002743998955911731,0.0002641264281960064,0.004789359483512702,0.011633876440841335,0.03387665032070432,0.0539789954485512,0.6371529340029403,0.044593412058176955,0.03202088162779854,0.0109578108569795,0.006836186843012264,0.000854808592772531,0.09578840727808226
16,5.221114328582589e-05,6.3715821985324366e-06,2.1469392064289434e-05,1.2327306863758707e-05,6.674410427514417e-05,1.063852374361162e-05,0.0003153732206507267,0.0006956595477007393,0.0006082143887898867,0.002008756273923564,0.0012943157419928117,0.0010351512932070817,0.0061668142979999716,0.009447062380988441,0.022874025610848295,0.07956089296746426,0.602108766283392,0.06624184277496623,0.038780619068124564,0.010275791919222585,0.002569294769836597,0.09598368733489039
17,3.774776331199446e-05,0.00014254637289983684,3.9471164008204873e-05,3.85021962115543e-05,0.0001599240396379938,0.00039087450694476306,1.1116470227235655e-05,7.030974345556291e-05,0.0005107240960305002,0.0015259015556245553,0.013444738806347877,0.00032456674166314765,0.009993257472227767,0.013656616369478071,0.028756592918049516,0.04312792824800955,0.04286373515991723,0.5553329367050108,0.03330574914225447,0.019831421144362045,0.006820132313641776,0.1493512284916424
18,1.6095414130162554e-05,7.40174041473902e-06,9.576517511096589e-06,2.00864161689887e-05,0.00011377931640274628,5.56441429743203e-06,6.098811354590932e-05,5.759287900059109e-05,8.426666724422422e-05,0.0016765949176603349,0.004379710898936632,0.003789897087742338,0.0008114530540935128,0.006014080764313532,0.0024618410963648356,0.02985745001299033,0.054373166668224414,0.06371045345147122,0.46205974465426763,0.030450607607020896,0.02792117634478808,0.26004944643073347
19,1.7505021771875233e-05,2.2888230038143118e-05,0.00010221121173381234,0.00014806395593397958,0.001981058133449352,0.0002848396133448416,0.00013157570079413652,0.00010682500480142408,0.0002747859172213185,0.0011235760457403206,0.0016646195237874388,0.004392227733859461,0.009177101421749795,0.0841142262848515,0.007680943428592891,0.01579698645936656,0.00810538263485296,0.010645248706265487,0.03434903425839042,0.5112044668085128,0.014387693370159561,0.21537779226810908
20,1.4701017949472306e-05,7.42733819260777e-06,6.077344148666978e-06,1.086277291164131e-05,8.090664637429648e-05,2.2723096811584285e-05,9.10041179504543e-05,0.00020337078621967836,0.0007984678027179275,0.002952139881569956,0.0023213510888977704,0.009215013137260752,0.0022760223770277935,0.006624710222539368,0.0024106154280050945,0.022289236538014085,0.0015206813123392893,0.05332616038596832,0.014591742588230337,0.019804221081501656,0.6291757673238464,0.16198672895510327
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
